College,Branch,Category,Closing_Rank
Joginpally BR Engineering College,MTECH-CIVIL,BC-A,707
Joginpally BR Engineering College,MTECH-CIVIL,BC-B,654
Joginpally BR Engineering College,MTECH-CIVIL,BC-C,790
Joginpally BR Engineering College,MTECH-CIVIL,BC-D,493
Joginpally BR Engineering College,MTECH-CIVIL,SC,839
Joginpally BR Engineering College,MTECH-CIVIL,ST,555
Samskruti College of Engineering,MTECH-CSE,OC,1233
Samskruti College of Engineering,MTECH-CSE,BC-A,1172
Samskruti College of Engineering,MTECH-CSE,BC-B,1438
Samskruti College of Engineering,MTECH-CSE,BC-C,1292
Samskruti College of Engineering,MTECH-CSE,BC-D,1487
Samskruti College of Engineering,MTECH-CSE,SC,1096
Samskruti College of Engineering,MTECH-CSE,ST,1141
Samskruti College of Engineering,MTECH-ECE,OC,1583
Samskruti College of Engineering,MTECH-ECE,BC-A,1299
Samskruti College of Engineering,MTECH-ECE,BC-B,1285
Samskruti College of Engineering,MTECH-ECE,BC-C,1519
Samskruti College of Engineering,MTECH-ECE,BC-D,1478
Samskruti College of Engineering,MTECH-ECE,SC,1468
Samskruti College of Engineering,MTECH-ECE,ST,1645
Samskruti College of Engineering,MTECH-EEE,OC,1525
Samskruti College of Engineering,MTECH-EEE,BC-A,1442
Samskruti College of Engineering,MTECH-EEE,BC-B,1767
Samskruti College of Engineering,MTECH-EEE,BC-C,1345
Samskruti College of Engineering,MTECH-EEE,BC-D,1684
Samskruti College of Engineering,MTECH-EEE,SC,1787
Samskruti College of Engineering,MTECH-EEE,ST,1497
Samskruti College of Engineering,MTECH-MECH,OC,1528
Samskruti College of Engineering,MTECH-MECH,BC-A,1227
Samskruti College of Engineering,MTECH-MECH,BC-B,1572
Samskruti College of Engineering,MTECH-MECH,BC-C,1477
Samskruti College of Engineering,MTECH-MECH,BC-D,1365
Samskruti College of Engineering,MTECH-MECH,SC,1284
Samskruti College of Engineering,MTECH-MECH,ST,1486
Samskruti College of Engineering,MTECH-CIVIL,OC,1276
Samskruti College of Engineering,MTECH-CIVIL,BC-A,1335
Samskruti College of Engineering,MTECH-CIVIL,BC-B,1373
Samskruti College of Engineering,MTECH-CIVIL,BC-C,1170
Samskruti College of Engineering,MTECH-CIVIL,BC-D,1475
Samskruti College of Engineering,MTECH-CIVIL,SC,1104
Samskruti College of Engineering,MTECH-CIVIL,ST,1510
Vathsalya Institute of Science and Technology,MTECH-CSE,OC,1945
Vathsalya Institute of Science and Technology,MTECH-CSE,BC-A,1727
Vathsalya Institute of Science and Technology,MTECH-CSE,BC-B,1963
Vathsalya Institute of Science and Technology,MTECH-CSE,BC-C,1953
Vathsalya Institute of Science and Technology,MTECH-CSE,BC-D,1808
Vathsalya Institute of Science and Technology,MTECH-CSE,SC,2199
Vathsalya Institute of Science and Technology,MTECH-CSE,ST,1804
Vathsalya Institute of Science and Technology,MTECH-ECE,OC,1736
Vathsalya Institute of Science and Technology,MTECH-ECE,BC-A,2012
Vathsalya Institute of Science and Technology,MTECH-ECE,BC-B,1744
Vathsalya Institute of Science and Technology,MTECH-ECE,BC-C,1861
Vathsalya Institute of Science and Technology,MTECH-ECE,BC-D,1763
Vathsalya Institute of Science and Technology,MTECH-ECE,SC,1761
Vathsalya Institute of Science and Technology,MTECH-ECE,ST,1909
Vathsalya Institute of Science and Technology,MTECH-EEE,OC,1580
Vathsalya Institute of Science and Technology,MTECH-EEE,BC-A,1782
Vathsalya Institute of Science and Technology,MTECH-EEE,BC-B,1998
Vathsalya Institute of Science and Technology,MTECH-EEE,BC-C,1749
Vathsalya Institute of Science and Technology,MTECH-EEE,BC-D,1833
Vathsalya Institute of Science and Technology,MTECH-EEE,SC,1868
Vathsalya Institute of Science and Technology,MTECH-EEE,ST,1524
Vathsalya Institute of Science and Technology,MTECH-MECH,OC,2145
Vathsalya Institute of Science and Technology,MTECH-MECH,BC-A,1941
Vathsalya Institute of Science and Technology,MTECH-MECH,BC-B,2012
Vathsalya Institute of Science and Technology,MTECH-MECH,BC-C,1926
Vathsalya Institute of Science and Technology,MTECH-MECH,BC-D,1997
Vathsalya Institute of Science and Technology,MTECH-MECH,SC,2060
Vathsalya Institute of Science and Technology,MTECH-MECH,ST,2032
Vathsalya Institute of Science and Technology,MTECH-CIVIL,OC,1844
Vathsalya Institute of Science and Technology,MTECH-CIVIL,BC-A,1634
Vathsalya Institute of Science and Technology,MTECH-CIVIL,BC-B,1508
Vathsalya Institute of Science and Technology,MTECH-CIVIL,BC-C,1489
Vathsalya Institute of Science and Technology,MTECH-CIVIL,BC-D,1486
Vathsalya Institute of Science and Technology,MTECH-CIVIL,SC,1706
Vathsalya Institute of Science and Technology,MTECH-CIVIL,ST,1811
Siddhartha Institute of Engineering and Technology,MTECH-CSE,OC,1176
Siddhartha Institute of Engineering and Technology,MTECH-CSE,BC-A,1085
Siddhartha Institute of Engineering and Technology,MTECH-CSE,BC-B,1002
Siddhartha Institute of Engineering and Technology,MTECH-CSE,BC-C,1076
Siddhartha Institute of Engineering and Technology,MTECH-CSE,BC-D,998
Siddhartha Institute of Engineering and Technology,MTECH-CSE,SC,1136
Siddhartha Institute of Engineering and Technology,MTECH-CSE,ST,1189
Siddhartha Institute of Engineering and Technology,MTECH-ECE,OC,1305
Siddhartha Institute of Engineering and Technology,MTECH-ECE,BC-A,1030
Siddhartha Institute of Engineering and Technology,MTECH-ECE,BC-B,1316
Siddhartha Institute of Engineering and Technology,MTECH-ECE,BC-C,1023
Siddhartha Institute of Engineering and Technology,MTECH-ECE,BC-D,1165
Siddhartha Institute of Engineering and Technology,MTECH-ECE,SC,1246
Siddhartha Institute of Engineering and Technology,MTECH-ECE,ST,1255
Siddhartha Institute of Engineering and Technology,MTECH-EEE,OC,1191
Siddhartha Institute of Engineering and Technology,MTECH-EEE,BC-A,1303
Siddhartha Institute of Engineering and Technology,MTECH-EEE,BC-B,912
Siddhartha Institute of Engineering and Technology,MTECH-EEE,BC-C,1183
Siddhartha Institute of Engineering and Technology,MTECH-EEE,BC-D,1094
Siddhartha Institute of Engineering and Technology,MTECH-EEE,SC,1155
Siddhartha Institute of Engineering and Technology,MTECH-EEE,ST,841
Siddhartha Institute of Engineering and Technology,MTECH-MECH,OC,1392
Siddhartha Institute of Engineering and Technology,MTECH-MECH,BC-A,1275
Siddhartha Institute of Engineering and Technology,MTECH-MECH,BC-B,1425
Siddhartha Institute of Engineering and Technology,MTECH-MECH,BC-C,1146
Siddhartha Institute of Engineering and Technology,MTECH-MECH,BC-D,1241
Siddhartha Institute of Engineering and Technology,MTECH-MECH,SC,1157
Siddhartha Institute of Engineering and Technology,MTECH-MECH,ST,1140
Siddhartha Institute of Engineering and Technology,MTECH-CIVIL,OC,1195
Siddhartha Institute of Engineering and Technology,MTECH-CIVIL,BC-A,1234
Siddhartha Institute of Engineering and Technology,MTECH-CIVIL,BC-B,917
Siddhartha Institute of Engineering and Technology,MTECH-CIVIL,BC-C,1051
Siddhartha Institute of Engineering and Technology,MTECH-CIVIL,BC-D,952
Siddhartha Institute of Engineering and Technology,MTECH-CIVIL,SC,943
Siddhartha Institute of Engineering and Technology,MTECH-CIVIL,ST,1253
Trinity College of Engineering,MTECH-CSE,OC,482
Trinity College of Engineering,MTECH-CSE,BC-A,676
Trinity College of Engineering,MTECH-CSE,BC-B,622
Trinity College of Engineering,MTECH-CSE,BC-C,537
Trinity College of Engineering,MTECH-CSE,BC-D,554
Trinity College of Engineering,MTECH-CSE,SC,828
Trinity College of Engineering,MTECH-CSE,ST,694
Trinity College of Engineering,MTECH-ECE,OC,444
Trinity College of Engineering,MTECH-ECE,BC-A,754
Trinity College of Engineering,MTECH-ECE,BC-B,362
Trinity College of Engineering,MTECH-ECE,BC-C,779
Trinity College of Engineering,MTECH-ECE,BC-D,799
Trinity College of Engineering,MTECH-ECE,SC,470
Trinity College of Engineering,MTECH-ECE,ST,774
Trinity College of Engineering,MTECH-EEE,OC,464
Trinity College of Engineering,MTECH-EEE,BC-A,621
Trinity College of Engineering,MTECH-EEE,BC-B,470
Trinity College of Engineering,MTECH-EEE,BC-C,223
Trinity College of Engineering,MTECH-EEE,BC-D,305
Trinity College of Engineering,MTECH-EEE,SC,414
Trinity College of Engineering,MTECH-EEE,ST,522
Trinity College of Engineering,MTECH-MECH,OC,704
Trinity College of Engineering,MTECH-MECH,BC-A,666
Trinity College of Engineering,MTECH-MECH,BC-B,567
Trinity College of Engineering,MTECH-MECH,BC-C,638
Trinity College of Engineering,MTECH-MECH,BC-D,600
Trinity College of Engineering,MTECH-MECH,SC,870
Trinity College of Engineering,MTECH-MECH,ST,714
Trinity College of Engineering,MTECH-CIVIL,OC,486
Trinity College of Engineering,MTECH-CIVIL,BC-A,344
Trinity College of Engineering,MTECH-CIVIL,BC-B,563
Trinity College of Engineering,MTECH-CIVIL,BC-C,589
Trinity College of Engineering,MTECH-CIVIL,BC-D,396
Trinity College of Engineering,MTECH-CIVIL,SC,210
Trinity College of Engineering,MTECH-CIVIL,ST,485
Arjun College of Technology,MTECH-CSE,OC,1611
Arjun College of Technology,MTECH-CSE,BC-A,1753
Arjun College of Technology,MTECH-CSE,BC-B,1900
Arjun College of Technology,MTECH-CSE,BC-C,1737
Arjun College of Technology,MTECH-CSE,BC-D,1786
Arjun College of Technology,MTECH-CSE,SC,1812
Arjun College of Technology,MTECH-CSE,ST,1848
Arjun College of Technology,MTECH-ECE,OC,1457
Arjun College of Technology,MTECH-ECE,BC-A,1578
Arjun College of Technology,MTECH-ECE,BC-B,1826
Arjun College of Technology,MTECH-ECE,BC-C,1671
Arjun College of Technology,MTECH-ECE,BC-D,1523
Arjun College of Technology,MTECH-ECE,SC,1577
Arjun College of Technology,MTECH-ECE,ST,1783
Arjun College of Technology,MTECH-EEE,OC,1887
Arjun College of Technology,MTECH-EEE,BC-A,1579
Arjun College of Technology,MTECH-EEE,BC-B,1872
Arjun College of Technology,MTECH-EEE,BC-C,1598
Arjun College of Technology,MTECH-EEE,BC-D,1619
Arjun College of Technology,MTECH-EEE,SC,1508
Arjun College of Technology,MTECH-EEE,ST,1836
Arjun College of Technology,MTECH-MECH,OC,1583
Arjun College of Technology,MTECH-MECH,BC-A,1492
Arjun College of Technology,MTECH-MECH,BC-B,1689
Arjun College of Technology,MTECH-MECH,BC-C,1923
Arjun College of Technology,MTECH-MECH,BC-D,1802
Arjun College of Technology,MTECH-MECH,SC,1715
Arjun College of Technology,MTECH-MECH,ST,1744
Arjun College of Technology,MTECH-CIVIL,OC,2129
Arjun College of Technology,MTECH-CIVIL,BC-A,1864
Arjun College of Technology,MTECH-CIVIL,BC-B,1914
Arjun College of Technology,MTECH-CIVIL,BC-C,1916
Arjun College of Technology,MTECH-CIVIL,BC-D,1881
Arjun College of Technology,MTECH-CIVIL,SC,2100
Arjun College of Technology,MTECH-CIVIL,ST,2038
SR University,MTECH-CSE,OC,908
SR University,MTECH-CSE,BC-A,785
SR University,MTECH-CSE,BC-B,1094
SR University,MTECH-CSE,BC-C,792
SR University,MTECH-CSE,BC-D,985
SR University,MTECH-CSE,SC,800
SR University,MTECH-CSE,ST,939
SR University,MTECH-ECE,OC,1050
SR University,MTECH-ECE,BC-A,890
SR University,MTECH-ECE,BC-B,640
SR University,MTECH-ECE,BC-C,1053
SR University,MTECH-ECE,BC-D,604
SR University,MTECH-ECE,SC,669
SR University,MTECH-ECE,ST,707
SR University,MTECH-EEE,OC,817
SR University,MTECH-EEE,BC-A,540
SR University,MTECH-EEE,BC-B,474
SR University,MTECH-EEE,BC-C,667
SR University,MTECH-EEE,BC-D,773
SR University,MTECH-EEE,SC,782
SR University,MTECH-EEE,ST,527
SR University,MTECH-MECH,OC,904
SR University,MTECH-MECH,BC-A,697
SR University,MTECH-MECH,BC-B,639
SR University,MTECH-MECH,BC-C,1058
SR University,MTECH-MECH,BC-D,1120
SR University,MTECH-MECH,SC,877
SR University,MTECH-MECH,ST,773
SR University,MTECH-CIVIL,OC,794
SR University,MTECH-CIVIL,BC-A,832
SR University,MTECH-CIVIL,BC-B,1098
SR University,MTECH-CIVIL,BC-C,611
SR University,MTECH-CIVIL,BC-D,648
SR University,MTECH-CIVIL,SC,710
SR University,MTECH-CIVIL,ST,1021
Jayamukhi Institute of Technological Sciences,MTECH-CSE,OC,644
Jayamukhi Institute of Technological Sciences,MTECH-CSE,BC-A,392
Jayamukhi Institute of Technological Sciences,MTECH-CSE,BC-B,647
Jayamukhi Institute of Technological Sciences,MTECH-CSE,BC-C,851
Jayamukhi Institute of Technological Sciences,MTECH-CSE,BC-D,466
Jayamukhi Institute of Technological Sciences,MTECH-CSE,SC,749
Jayamukhi Institute of Technological Sciences,MTECH-CSE,ST,586
Jayamukhi Institute of Technological Sciences,MTECH-ECE,OC,746
Jayamukhi Institute of Technological Sciences,MTECH-ECE,BC-A,431
Jayamukhi Institute of Technological Sciences,MTECH-ECE,BC-B,367
Jayamukhi Institute of Technological Sciences,MTECH-ECE,BC-C,724
Jayamukhi Institute of Technological Sciences,MTECH-ECE,BC-D,352
Jayamukhi Institute of Technological Sciences,MTECH-ECE,SC,386
Jayamukhi Institute of Technological Sciences,MTECH-ECE,ST,742
Jayamukhi Institute of Technological Sciences,MTECH-EEE,OC,398
Jayamukhi Institute of Technological Sciences,MTECH-EEE,BC-A,319
Jayamukhi Institute of Technological Sciences,MTECH-EEE,BC-B,566
Jayamukhi Institute of Technological Sciences,MTECH-EEE,BC-C,346
Jayamukhi Institute of Technological Sciences,MTECH-EEE,BC-D,178
Jayamukhi Institute of Technological Sciences,MTECH-EEE,SC,534
Jayamukhi Institute of Technological Sciences,MTECH-EEE,ST,395
Jayamukhi Institute of Technological Sciences,MTECH-MECH,OC,708
Jayamukhi Institute of Technological Sciences,MTECH-MECH,BC-A,363
Jayamukhi Institute of Technological Sciences,MTECH-MECH,BC-B,394
Jayamukhi Institute of Technological Sciences,MTECH-MECH,BC-C,623
Jayamukhi Institute of Technological Sciences,MTECH-MECH,BC-D,586
Jayamukhi Institute of Technological Sciences,MTECH-MECH,SC,359
Jayamukhi Institute of Technological Sciences,MTECH-MECH,ST,587
Jayamukhi Institute of Technological Sciences,MTECH-CIVIL,OC,866
Jayamukhi Institute of Technological Sciences,MTECH-CIVIL,BC-A,513
Jayamukhi Institute of Technological Sciences,MTECH-CIVIL,BC-B,759
Jayamukhi Institute of Technological Sciences,MTECH-CIVIL,BC-C,837
Jayamukhi Institute of Technological Sciences,MTECH-CIVIL,BC-D,777
Jayamukhi Institute of Technological Sciences,MTECH-CIVIL,SC,533
Jayamukhi Institute of Technological Sciences,MTECH-CIVIL,ST,833
Ganapathy Engineering College,MTECH-CSE,OC,2209
Ganapathy Engineering College,MTECH-CSE,BC-A,2036
Ganapathy Engineering College,MTECH-CSE,BC-B,1799
Ganapathy Engineering College,MTECH-CSE,BC-C,1766
Ganapathy Engineering College,MTECH-CSE,BC-D,1888
Ganapathy Engineering College,MTECH-CSE,SC,1902
Ganapathy Engineering College,MTECH-CSE,ST,2187
Ganapathy Engineering College,MTECH-ECE,OC,1670
Ganapathy Engineering College,MTECH-ECE,BC-A,1813
Ganapathy Engineering College,MTECH-ECE,BC-B,1647
Ganapathy Engineering College,MTECH-ECE,BC-C,1661
Ganapathy Engineering College,MTECH-ECE,BC-D,1620
Ganapathy Engineering College,MTECH-ECE,SC,1968
Ganapathy Engineering College,MTECH-ECE,ST,1817
Ganapathy Engineering College,MTECH-EEE,OC,2110
Ganapathy Engineering College,MTECH-EEE,BC-A,2164
Ganapathy Engineering College,MTECH-EEE,BC-B,1877
Ganapathy Engineering College,MTECH-EEE,BC-C,1987
Ganapathy Engineering College,MTECH-EEE,BC-D,2049
Ganapathy Engineering College,MTECH-EEE,SC,2180
Ganapathy Engineering College,MTECH-EEE,ST,2089
Ganapathy Engineering College,MTECH-MECH,OC,2108
Ganapathy Engineering College,MTECH-MECH,BC-A,2118
Ganapathy Engineering College,MTECH-MECH,BC-B,1953
Ganapathy Engineering College,MTECH-MECH,BC-C,2078
Ganapathy Engineering College,MTECH-MECH,BC-D,2232
Ganapathy Engineering College,MTECH-MECH,SC,1968
Ganapathy Engineering College,MTECH-MECH,ST,1853
Ganapathy Engineering College,MTECH-CIVIL,OC,2020
Ganapathy Engineering College,MTECH-CIVIL,BC-A,2002
Ganapathy Engineering College,MTECH-CIVIL,BC-B,1732
Ganapathy Engineering College,MTECH-CIVIL,BC-C,2044
Ganapathy Engineering College,MTECH-CIVIL,BC-D,1995
Ganapathy Engineering College,MTECH-CIVIL,SC,1833
Ganapathy Engineering College,MTECH-CIVIL,ST,2019
Shadan College of Engineering,MTECH-CSE,OC,1603
Shadan College of Engineering,MTECH-CSE,BC-A,1576
Shadan College of Engineering,MTECH-CSE,BC-B,1428
Shadan College of Engineering,MTECH-CSE,BC-C,1712
Shadan College of Engineering,MTECH-CSE,BC-D,1697
Shadan College of Engineering,MTECH-CSE,SC,1416
Shadan College of Engineering,MTECH-CSE,ST,1591
Shadan College of Engineering,MTECH-ECE,OC,1383
Shadan College of Engineering,MTECH-ECE,BC-A,1687
Shadan College of Engineering,MTECH-ECE,BC-B,1369
Shadan College of Engineering,MTECH-ECE,BC-C,1442
Shadan College of Engineering,MTECH-ECE,BC-D,1642
Shadan College of Engineering,MTECH-ECE,SC,1662
Shadan College of Engineering,MTECH-ECE,ST,1641
Shadan College of Engineering,MTECH-EEE,OC,1477
Shadan College of Engineering,MTECH-EEE,BC-A,1680
Shadan College of Engineering,MTECH-EEE,BC-B,1509
Shadan College of Engineering,MTECH-EEE,BC-C,1868
Shadan College of Engineering,MTECH-EEE,BC-D,1725
Shadan College of Engineering,MTECH-EEE,SC,1758
Shadan College of Engineering,MTECH-EEE,ST,1478
Shadan College of Engineering,MTECH-MECH,OC,1402
Shadan College of Engineering,MTECH-MECH,BC-A,1391
Shadan College of Engineering,MTECH-MECH,BC-B,1462
Shadan College of Engineering,MTECH-MECH,BC-C,1411
Shadan College of Engineering,MTECH-MECH,BC-D,1552
Shadan College of Engineering,MTECH-MECH,SC,1728
Shadan College of Engineering,MTECH-MECH,ST,1719
Shadan College of Engineering,MTECH-CIVIL,OC,1758
Shadan College of Engineering,MTECH-CIVIL,BC-A,1647
Shadan College of Engineering,MTECH-CIVIL,BC-B,1575
Shadan College of Engineering,MTECH-CIVIL,BC-C,1348
Shadan College of Engineering,MTECH-CIVIL,BC-D,1676
Shadan College of Engineering,MTECH-CIVIL,SC,1701
Shadan College of Engineering,MTECH-CIVIL,ST,1413
Royal Institute of Technology,MTECH-CSE,OC,593
Royal Institute of Technology,MTECH-CSE,BC-A,632
Royal Institute of Technology,MTECH-CSE,BC-B,259
Royal Institute of Technology,MTECH-CSE,BC-C,160
Royal Institute of Technology,MTECH-CSE,BC-D,290
Royal Institute of Technology,MTECH-CSE,SC,607
Royal Institute of Technology,MTECH-CSE,ST,531
Royal Institute of Technology,MTECH-ECE,OC,130
Royal Institute of Technology,MTECH-ECE,BC-A,523
Royal Institute of Technology,MTECH-ECE,BC-B,317
Royal Institute of Technology,MTECH-ECE,BC-C,555
Royal Institute of Technology,MTECH-ECE,BC-D,486
Royal Institute of Technology,MTECH-ECE,SC,566
Royal Institute of Technology,MTECH-ECE,ST,151
Royal Institute of Technology,MTECH-EEE,OC,564
Royal Institute of Technology,MTECH-EEE,BC-A,387
Royal Institute of Technology,MTECH-EEE,BC-B,365
Royal Institute of Technology,MTECH-EEE,BC-C,408
Royal Institute of Technology,MTECH-EEE,BC-D,255
Royal Institute of Technology,MTECH-EEE,SC,250
Royal Institute of Technology,MTECH-EEE,ST,460
Royal Institute of Technology,MTECH-MECH,OC,712
Royal Institute of Technology,MTECH-MECH,BC-A,343
Royal Institute of Technology,MTECH-MECH,BC-B,816
Royal Institute of Technology,MTECH-MECH,BC-C,646
Royal Institute of Technology,MTECH-MECH,BC-D,723
Royal Institute of Technology,MTECH-MECH,SC,560
Royal Institute of Technology,MTECH-MECH,ST,560
Royal Institute of Technology,MTECH-CIVIL,OC,439
Royal Institute of Technology,MTECH-CIVIL,BC-A,543
Royal Institute of Technology,MTECH-CIVIL,BC-B,357
Royal Institute of Technology,MTECH-CIVIL,BC-C,745
Royal Institute of Technology,MTECH-CIVIL,BC-D,380
Royal Institute of Technology,MTECH-CIVIL,SC,787
Royal Institute of Technology,MTECH-CIVIL,ST,368
Vivekananda Institute of Technology,MTECH-CSE,OC,1291
Vivekananda Institute of Technology,MTECH-CSE,BC-A,917
Vivekananda Institute of Technology,MTECH-CSE,BC-B,1006
Vivekananda Institute of Technology,MTECH-CSE,BC-C,1068
Vivekananda Institute of Technology,MTECH-CSE,BC-D,1198
Vivekananda Institute of Technology,MTECH-CSE,SC,1214
Vivekananda Institute of Technology,MTECH-CSE,ST,1246
Vivekananda Institute of Technology,MTECH-ECE,OC,1207
Vivekananda Institute of Technology,MTECH-ECE,BC-A,873
Vivekananda Institute of Technology,MTECH-ECE,BC-B,1110
Vivekananda Institute of Technology,MTECH-ECE,BC-C,1118
Vivekananda Institute of Technology,MTECH-ECE,BC-D,1255
Vivekananda Institute of Technology,MTECH-ECE,SC,1165
Vivekananda Institute of Technology,MTECH-ECE,ST,859
Vivekananda Institute of Technology,MTECH-EEE,OC,1037
Vivekananda Institute of Technology,MTECH-EEE,BC-A,878
Vivekananda Institute of Technology,MTECH-EEE,BC-B,899
Vivekananda Institute of Technology,MTECH-EEE,BC-C,905
Vivekananda Institute of Technology,MTECH-EEE,BC-D,1158
Vivekananda Institute of Technology,MTECH-EEE,SC,1171
Vivekananda Institute of Technology,MTECH-EEE,ST,803
Vivekananda Institute of Technology,MTECH-MECH,OC,1394
Vivekananda Institute of Technology,MTECH-MECH,BC-A,930
Vivekananda Institute of Technology,MTECH-MECH,BC-B,1123
Vivekananda Institute of Technology,MTECH-MECH,BC-C,1298
Vivekananda Institute of Technology,MTECH-MECH,BC-D,959
Vivekananda Institute of Technology,MTECH-MECH,SC,1273
Vivekananda Institute of Technology,MTECH-MECH,ST,957
Vivekananda Institute of Technology,MTECH-CIVIL,OC,1239
Vivekananda Institute of Technology,MTECH-CIVIL,BC-A,1109
Vivekananda Institute of Technology,MTECH-CIVIL,BC-B,1086
Vivekananda Institute of Technology,MTECH-CIVIL,BC-C,1037
Vivekananda Institute of Technology,MTECH-CIVIL,BC-D,794
Vivekananda Institute of Technology,MTECH-CIVIL,SC,1204
Vivekananda Institute of Technology,MTECH-CIVIL,ST,955
RRS College of Engineering,MTECH-CSE,OC,1607
RRS College of Engineering,MTECH-CSE,BC-A,1515
RRS College of Engineering,MTECH-CSE,BC-B,1527
RRS College of Engineering,MTECH-CSE,BC-C,1293
RRS College of Engineering,MTECH-CSE,BC-D,1308
RRS College of Engineering,MTECH-CSE,SC,1474
RRS College of Engineering,MTECH-CSE,ST,1615
RRS College of Engineering,MTECH-ECE,OC,1513
RRS College of Engineering,MTECH-ECE,BC-A,1289
RRS College of Engineering,MTECH-ECE,BC-B,1246
RRS College of Engineering,MTECH-ECE,BC-C,1211
RRS College of Engineering,MTECH-ECE,BC-D,1493
RRS College of Engineering,MTECH-ECE,SC,1348
RRS College of Engineering,MTECH-ECE,ST,1388
RRS College of Engineering,MTECH-EEE,OC,1635
RRS College of Engineering,MTECH-EEE,BC-A,1529
RRS College of Engineering,MTECH-EEE,BC-B,1423
RRS College of Engineering,MTECH-EEE,BC-C,1725
RRS College of Engineering,MTECH-EEE,BC-D,1259
RRS College of Engineering,MTECH-EEE,SC,1241
RRS College of Engineering,MTECH-EEE,ST,1668
RRS College of Engineering,MTECH-MECH,OC,1505
RRS College of Engineering,MTECH-MECH,BC-A,1307
RRS College of Engineering,MTECH-MECH,BC-B,1272
RRS College of Engineering,MTECH-MECH,BC-C,1262
RRS College of Engineering,MTECH-MECH,BC-D,1487
RRS College of Engineering,MTECH-MECH,SC,1662
RRS College of Engineering,MTECH-MECH,ST,1699
RRS College of Engineering,MTECH-CIVIL,OC,1564
RRS College of Engineering,MTECH-CIVIL,BC-A,1525
RRS College of Engineering,MTECH-CIVIL,BC-B,1441
RRS College of Engineering,MTECH-CIVIL,BC-C,1558
RRS College of Engineering,MTECH-CIVIL,BC-D,1620
RRS College of Engineering,MTECH-CIVIL,SC,1626
RRS College of Engineering,MTECH-CIVIL,ST,1275
ACE Engineering College,MTECH-CSE,OC,2013
ACE Engineering College,MTECH-CSE,BC-A,1860
ACE Engineering College,MTECH-CSE,BC-B,2067
ACE Engineering College,MTECH-CSE,BC-C,1974
ACE Engineering College,MTECH-CSE,BC-D,1714
ACE Engineering College,MTECH-CSE,SC,2049
ACE Engineering College,MTECH-CSE,ST,1788
ACE Engineering College,MTECH-ECE,OC,2025
ACE Engineering College,MTECH-ECE,BC-A,1976
ACE Engineering College,MTECH-ECE,BC-B,2056
ACE Engineering College,MTECH-ECE,BC-C,1607
ACE Engineering College,MTECH-ECE,BC-D,2022
ACE Engineering College,MTECH-ECE,SC,1641
ACE Engineering College,MTECH-ECE,ST,1902
ACE Engineering College,MTECH-EEE,OC,1699
ACE Engineering College,MTECH-EEE,BC-A,1725
ACE Engineering College,MTECH-EEE,BC-B,2170
ACE Engineering College,MTECH-EEE,BC-C,1932
ACE Engineering College,MTECH-EEE,BC-D,2012
ACE Engineering College,MTECH-EEE,SC,1699
ACE Engineering College,MTECH-EEE,ST,1871
ACE Engineering College,MTECH-MECH,OC,1789
ACE Engineering College,MTECH-MECH,BC-A,2013
ACE Engineering College,MTECH-MECH,BC-B,2186
ACE Engineering College,MTECH-MECH,BC-C,1946
ACE Engineering College,MTECH-MECH,BC-D,1731
ACE Engineering College,MTECH-MECH,SC,1856
ACE Engineering College,MTECH-MECH,ST,2194
ACE Engineering College,MTECH-CIVIL,OC,2024
ACE Engineering College,MTECH-CIVIL,BC-A,1594
ACE Engineering College,MTECH-CIVIL,BC-B,1639
ACE Engineering College,MTECH-CIVIL,BC-C,1607
ACE Engineering College,MTECH-CIVIL,BC-D,1949
ACE Engineering College,MTECH-CIVIL,SC,1948
ACE Engineering College,MTECH-CIVIL,ST,1823
Al Habeeb College of Engineering,MTECH-CSE,OC,238
Al Habeeb College of Engineering,MTECH-CSE,BC-A,646
Al Habeeb College of Engineering,MTECH-CSE,BC-B,551
Al Habeeb College of Engineering,MTECH-CSE,BC-C,401
Al Habeeb College of Engineering,MTECH-CSE,BC-D,222
Al Habeeb College of Engineering,MTECH-CSE,SC,441
Al Habeeb College of Engineering,MTECH-CSE,ST,293
Al Habeeb College of Engineering,MTECH-ECE,OC,403
Al Habeeb College of Engineering,MTECH-ECE,BC-A,211
Al Habeeb College of Engineering,MTECH-ECE,BC-B,594
Al Habeeb College of Engineering,MTECH-ECE,BC-C,210
Al Habeeb College of Engineering,MTECH-ECE,BC-D,402
Al Habeeb College of Engineering,MTECH-ECE,SC,206
Al Habeeb College of Engineering,MTECH-ECE,ST,422
Al Habeeb College of Engineering,MTECH-EEE,OC,633
Al Habeeb College of Engineering,MTECH-EEE,BC-A,766
Al Habeeb College of Engineering,MTECH-EEE,BC-B,783
Al Habeeb College of Engineering,MTECH-EEE,BC-C,764
Al Habeeb College of Engineering,MTECH-EEE,BC-D,528
Al Habeeb College of Engineering,MTECH-EEE,SC,695
Al Habeeb College of Engineering,MTECH-EEE,ST,563
Al Habeeb College of Engineering,MTECH-MECH,OC,581
Al Habeeb College of Engineering,MTECH-MECH,BC-A,290
Al Habeeb College of Engineering,MTECH-MECH,BC-B,313
Al Habeeb College of Engineering,MTECH-MECH,BC-C,431
Al Habeeb College of Engineering,MTECH-MECH,BC-D,383
Al Habeeb College of Engineering,MTECH-MECH,SC,538
Al Habeeb College of Engineering,MTECH-MECH,ST,439
Al Habeeb College of Engineering,MTECH-CIVIL,OC,266
