Institute Name,Branch Code,OC BOYS,OC GIRLS,"BC_A BOYS","BC_A GIRLS","BC_B BOYS","BC_B GIRLS","BC_C BOYS","BC_C GIRLS","BC_D BOYS","BC_D GIRLS","BC_E BOYS","BC_E GIRLS","SC BOYS","SC GIRLS","ST BOYS","ST GIRLS","EWS BOYS","EWS GIRLS"
VAGDEVI ENGINEERING COLLEGE  (AUTONOMOUS),CSM,65050,65725,137697,138106,92309,92823,90126,90126,89182,93682,120753,120753,155478,155478,152874,152874,112708,112708
SVS GRP OF INSTNS - SVS INST OF TECH,CSE,65073,65073,144113,144113,137000,137000,107986,107986,134559,145826,143788,145846,154066,154066,137709,146811,141800,141800
VAGDEVI ENGINEERING COLLEGE  (AUTONOMOUS),CSD,65272,106984,145269,145269,103802,107967,65272,106984,99486,106984,126522,137581,155621,155846,153699,154140,106011,114445
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),ECE,65289,107089,130203,146612,111970,133508,65289,107089,96363,123705,141047,141047,152446,154212,154770,154770,114283,114283
JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR,MEC,65635,65635,125568,143099,142195,143076,132910,132910,108350,125737,117580,117580,148027,148027,104750,144273,65635,130431
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY ,EEE,65765,65765,126704,156509,98428,98428,65765,65765,65765,65765,65765,65765,65765,65765,156627,156627,65765,65765
SVS GRP OF INSTNS - SVS INST OF TECH,CSD,65951,65951,123878,123878,138242,141595,65951,65951,118019,120397,65951,65951,155153,155153,65951,65951,65951,71104
JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI,EEE,65975,65975,91809,118619,103668,103668,65975,65975,86796,86796,65975,93317,153110,153110,154556,154556,127080,127080
VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),EEE,66099,86095,138450,138450,141272,141272,134725,134725,132543,134078,120356,140436,155453,156192,156834,156834,66099,86095
VIJAYA ENGINEERING COLLEGE,ECE,66192,93282,128385,128385,134301,134301,66192,93282,142951,142951,66192,93282,66192,152758,147765,147765,66192,93282
SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),ECE,66327,83282,116586,116586,101437,109468,66327,83282,90217,97499,137385,137385,150926,153661,154725,154725,67487,83282
VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),CSM,66453,66453,123607,138328,93822,95248,90309,90309,89201,103900,116446,116446,149920,151346,156302,156302,95586,95586
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIV,66512,90501,115919,115919,151903,151903,66512,90501,131758,154538,66512,148356,156270,156270,140803,154867,66512,90501
KASIREDDY NARAYANAREDDY COLL ENGG RES,CIV,66514,66514,66514,66514,145743,155887,66514,66514,66514,66514,128444,128444,154108,154108,66514,150925,66514,66514
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,CIV,66685,66685,66685,66685,85379,148137,66685,66685,112371,112371,66685,66685,154276,154276,155690,155690,66685,66685
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CSD,66909,66909,124310,128302,74736,94311,66909,66909,75712,85351,134041,134041,155304,156299,154015,154844,66909,66909
ABDULKALAM INST OF TECHNOLOGY AND SCI,CSE,67490,67490,143415,143415,136933,143763,101077,101077,112637,131823,102562,102562,146449,155518,148420,149062,67490,146098
AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,CSE,67535,67535,138733,138733,144988,144988,113694,113694,133444,133444,143980,143980,152370,152370,109080,128057,73219,75530
VIJAYA RURAL ENGINEERING COLLEGE,CSE,67838,67838,121534,121534,135987,155007,123302,123302,131885,139789,67838,67838,156524,156524,90500,93083,126301,135694
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,CSE,68357,68357,122628,127231,140414,145333,119113,119113,146737,146737,144080,146789,154435,154786,152022,152022,119044,145729
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,CSE,68448,106465,136231,136231,102464,106465,83936,106465,80689,106465,130778,130778,147310,147310,141991,141991,94719,145973
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CSE,68527,68527,141738,144699,109927,109927,68527,68527,83819,113352,124157,126668,152054,152054,155790,156593,115195,145869
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),CSM,68544,98585,138944,138944,113716,136605,100582,127160,103707,112336,138989,138989,152620,152620,155187,156055,74088,115513
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ECE,68562,68562,129982,138811,132476,132476,68562,141193,131036,138496,128061,141152,156344,156344,155875,155875,129387,129387
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,CSE,68787,93849,126137,126137,120604,120604,68787,93849,124268,152337,148149,148149,137659,137659,151426,151426,68787,144467
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),CSD,69013,69013,142455,145197,142581,142581,69013,119323,127459,136752,132894,138982,155279,155279,156423,156423,140738,140738
VAAGESHWARI COLL OF ENGINEERING,CSE,69098,69098,119955,119955,98205,98205,97737,97737,95744,95744,94544,94544,151263,155083,156460,156460,123077,123077
M V S R ENGINEERING COLLEGE (AUTONOMOUS),CIV,69269,76144,90643,146009,130377,130377,69269,141555,76997,110687,145808,145808,150962,151725,148401,153166,80461,125421
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,CSE,69436,88444,71930,88444,139420,139420,69436,88444,119387,139441,79076,117786,153884,153884,87495,124564,69436,88444
MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS),MEC,70055,70055,116211,116211,137855,137855,70055,70055,70055,94233,70055,70055,152355,152355,120099,145647,70055,70055
K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,INF,70170,88353,115605,115605,127993,127993,70170,88353,70170,131165,100516,100516,127283,127283,131272,151036,70170,88353
KSHATRIYA COLLEGE OF ENGINEERING,CSE,70399,70399,144907,144907,118505,145842,132950,132950,141996,145771,87423,134007,151929,155382,138371,153982,139826,139826
AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,AIM,70418,70418,140502,146440,143900,143900,70418,70418,122946,145024,125801,125801,156549,156549,155267,155267,85968,117055
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),CSM,70722,70722,141525,141525,86718,91121,70722,70722,86962,95201,109247,109247,149876,150381,155758,155758,80919,83385
VAGDEVI ENGINEERING COLLEGE  (AUTONOMOUS),ECE,70866,70866,134243,134243,107155,114534,70866,70866,98632,112327,134768,140099,156536,156536,155851,155851,128064,128064
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CSE,71172,71172,143766,143766,94405,112301,90363,90363,90735,107159,146039,146039,148747,151595,156754,156754,71172,71361
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ECE,71206,71206,122555,138199,128771,128771,71206,71206,98575,108967,129767,129767,155078,155078,148146,148712,71206,97530
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,CSE,71311,102973,146640,146640,146221,146221,123297,123297,134413,143272,71311,102973,156077,156077,154877,156409,132674,137965
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),EEE,71351,71351,127138,127138,110542,123323,117243,117243,127724,127724,129485,129485,150241,151999,155220,155220,71351,104160
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),ECE,71729,75757,145189,145189,143543,143543,128706,128706,127234,127234,123014,123014,150556,150556,155920,155920,100011,141324
ANU BOSE INSTT OF TECHNOLOGY,CSE,71834,71834,144501,144501,152451,152451,71834,71834,153065,153065,130908,130908,152753,152753,96701,137151,71834,86428
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),CIV,71928,71928,79818,100688,152796,152796,71928,71928,155670,155670,155780,155780,150359,150359,109866,152081,71928,108862
VARDHAMAN COLLEGE OF ENGINEERING,CIV,71999,71999,126690,142682,120529,143971,71999,71999,115020,138779,143789,143789,153584,156397,137623,156296,79579,79579
VARDHAMAN COLLEGE OF ENGINEERING,MEC,72546,72546,146728,146728,118260,118260,72546,112365,123195,123195,118874,118874,156413,156413,148938,152944,72546,112844
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),CSD,72775,110011,139696,139696,120293,133535,72775,110011,107029,110011,144330,144330,152855,152855,153789,154558,88511,110011
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEC,72778,72778,72778,72778,72778,72778,72778,72778,72778,72778,72778,72778,72778,153451,72778,72778,72778,72778
SWAMI VIVEKANANDA INST OF TECHNOLOGY,CSD,72854,96967,122057,141989,103688,137597,79847,96967,113515,122536,96742,96967,153735,155383,156728,156728,86019,109146
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,CSE,72860,72860,103702,138814,128005,137551,72860,135228,138928,138928,141749,143195,152802,152802,153676,153676,116594,116594
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,EEE,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468,73468
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,DTD,73531,75657,141003,141003,134454,134454,73531,75657,85464,98083,119220,119220,127776,135561,73531,147810,121901,141441
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CSO,73618,73618,131002,131002,93473,116205,73618,73618,85900,102032,133050,133050,154951,154951,147542,147542,73618,77760
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),ECE,73856,73856,73856,114703,118937,146780,73856,73856,146485,146485,118905,118905,152538,152538,152421,154446,73856,73856
AVANTHI INST OF ENGG AND TECHNOLOGY,CSE,74015,74015,146686,146686,144776,144776,85040,131526,117749,130039,135011,135011,154450,156120,156260,156260,110709,110709
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,CSM,74125,74125,127607,139735,116476,133276,74125,74125,111013,111013,121584,121584,152712,156511,151410,151410,116348,116348
D R K INSTITUTE OF SCI AND TECHNOLOGY,CSD,74205,98704,134162,134162,94954,125461,112158,112158,105237,130407,144352,144352,150786,156624,148153,150703,105306,110935
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,AIM,74781,74781,134067,136226,145757,145757,74781,74781,139040,139040,111395,113958,119985,121033,124477,124477,132170,145365
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,INF,75289,75289,146759,146759,133852,144578,104933,104933,132383,144386,144342,144342,156577,156577,156358,156358,86044,91762
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),EEE,75405,75405,75405,75405,75405,75405,75405,75405,75405,75405,75405,75405,110610,110610,75405,75405,75405,75405
SPHOORTHY ENGINEERING COLLEGE,CSD,75603,85629,145904,145904,104761,111988,95357,95357,102202,122102,141951,141951,154570,154570,147346,147346,80282,85629
KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS),ECE,76445,76445,127984,144505,126449,145770,76445,76445,111587,137316,128289,128289,154293,154293,156514,156514,124361,124361
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),CSC,76821,104644,133678,133678,101470,130906,76821,104644,104937,104937,76821,106148,152386,152386,89879,153581,100680,104644
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,EEE,76876,76876,76876,76876,134781,134781,76876,76876,76876,139608,76876,76876,151884,151884,76876,76876,76876,76876
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),CSM,77083,102054,135348,141276,145698,145698,77083,102054,126541,145703,120060,128704,155966,156847,153705,154974,109033,109033
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,CSM,77206,77206,120349,125410,116514,129090,77206,77206,123073,142813,131730,131730,156047,156047,148614,152382,89197,90886
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CSO,77510,85317,142528,142528,109091,116468,77510,85317,93505,116553,113623,113623,144839,144839,151475,154783,77510,113087
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,CSE,77694,77694,156739,156739,103771,134656,77694,77694,146223,146223,110731,110731,149650,149650,152575,156861,77694,104057
AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),CSM,77969,98031,135298,141479,90616,98445,77969,98031,91975,98031,117847,142652,145763,149112,129639,154274,80114,117702
BHASKAR ENGINEERING COLLEGE,INF,78160,84312,82675,84312,144734,144734,78160,84312,114288,114288,78160,110667,143750,143750,78160,84312,78160,84312
SPHOORTHY ENGINEERING COLLEGE,CSM,78242,111565,142767,142767,115182,115182,106282,111565,113318,113318,146743,146743,152458,155431,147653,155688,111170,111565
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CSM,78446,78446,144704,144704,92993,113146,80124,83676,86376,93869,78446,106312,156310,156310,153946,154372,82551,82551
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),MMT,78644,78644,78644,78644,86159,155533,78644,78644,78644,78644,142624,142624,78644,78644,155740,155740,78644,78644
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,CIV,78929,78929,139227,139227,78929,129662,78929,78929,106147,106147,78929,78929,142341,142341,155810,155810,78929,78929
KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS),CSM,79518,79518,138876,138876,109085,123155,79518,79518,94212,126581,143545,143545,153485,156611,150794,150794,82244,82364
AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,ECE,80330,80330,122154,138916,117264,117264,80330,80330,109074,124428,120611,120611,154932,155671,156305,156305,125993,144408
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MIN,80883,80883,125161,125161,80883,80883,80883,80883,120931,120931,80883,85319,143941,143941,134863,154879,80883,80883
SREE CHAITANYA COLLEGE OF ENGINEERING,CIV,81362,102497,81362,102497,142655,142655,81362,102497,81362,102497,81362,102497,81362,102497,95360,102497,81362,102497
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),EEE,81686,81686,146291,146291,146193,146193,81686,81686,119376,139660,134492,134492,145371,145371,150051,152994,81686,121454
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS  (AUTONOMOUS),CSE,82303,82303,144912,144912,145001,145001,82303,82303,138216,139095,133135,142976,156650,156650,155898,155898,132946,144453
VAAGDEVI COLLEGE OF ENGINEERING (AUTONOMOUS),CIV,82434,82434,155172,155172,154272,154272,82434,84919,149804,154737,145580,145580,149097,149097,155450,155450,82434,82434
VAAGESHWARI COLL OF ENGINEERING,ECE,82710,82710,140739,140739,141163,141163,82710,82710,144173,144173,115911,115911,153516,156661,156455,156455,132963,132963
COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,FDT,84145,143997,84145,143997,111199,143997,84145,143997,84145,143997,84145,143997,106249,143997,150606,150606,84145,143997
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIV,84462,84462,84462,118524,136086,136086,84462,84462,84462,140055,84462,84462,117724,117724,155003,155003,84462,108722
SRI VENKATESWARA ENGINEERING COLLEGE,CSE,85081,96330,142531,142531,126125,126125,85081,96330,134600,135893,143531,143531,154676,154676,150253,156078,142222,142222
SREE DATTHA GRP OF INSTNS,EEE,85119,85119,85119,85119,85119,113825,85119,85119,85119,85119,85119,85119,117209,117209,85119,85119,85119,122460
SWAMI VIVEKANANDA INST OF TECHNOLOGY,CSO,85279,86013,103538,143923,145662,145662,85279,86013,140525,140525,146290,146290,154457,154457,127086,138190,108538,137624
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,EEE,85428,85428,85428,135743,141055,142748,85428,85428,118087,118087,129677,129677,152943,152943,156526,156526,85428,85428
TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),ECE,85526,120827,136799,136799,116291,132772,91030,120827,91088,120827,137781,137781,149940,151400,154514,156406,110317,120827
ABDULKALAM INST OF TECHNOLOGY AND SCI,ECE,85763,108173,137006,137006,85763,119830,105717,108173,114450,114450,85763,119563,152737,152737,147158,152466,85763,130997
JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS),INF,86896,86896,136584,136584,144656,144656,86896,86896,110315,134370,146373,146373,156373,156373,149706,155895,107056,107056
B V RAJU INSTITUTE OF TECHNOLOGY,BME,87059,87059,119825,119825,111073,142150,134019,140542,145059,145059,87059,87059,117542,156227,87059,156011,87059,99733
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,CSM,87143,102461,139809,139809,141449,155543,153807,153807,155119,155119,156813,156813,153854,153854,151054,151054,99065,118034
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,CSM,87213,87213,112426,129629,117999,117999,87213,97664,92252,92252,119573,119573,130455,130455,135891,135891,133769,133769
AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),CIV,87468,87468,87468,87468,134845,134845,87468,87468,114945,121878,87468,87468,156257,156257,153139,155425,87468,87468
SREE CHAITANYA COLLEGE OF ENGINEERING,CSE,87491,87491,87541,109711,97468,102256,100623,100623,108247,108247,87491,89706,150274,153593,152843,152843,91016,105325
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,AIM,87627,87627,129247,141556,146451,146451,134179,134179,140397,140397,131102,131102,153210,153210,139674,139674,114427,114427
SRI CHAITANYA TECHNICAL CAMPUS,CSM,87669,87669,127889,155504,149833,149833,87669,87669,123933,139801,87669,87669,150762,151108,155393,155393,133079,133079
ANU BOSE INSTT OF TECHNOLOGY,CSD,88144,88144,122006,122006,150548,150548,88144,147323,140965,148220,88144,149435,148331,148331,150271,150271,88144,104784
SCIENT INSTITUTE OF TECHNOLOGY,AIM,88488,123590,152414,152414,155699,155699,88488,123590,135339,135339,88488,123590,150865,150865,155297,155297,105129,145880
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),ECE,88832,94947,144841,144841,126846,138441,100744,100744,92612,120264,139584,139584,152950,152950,151131,151131,95370,112043
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,CSD,89559,109496,146010,146010,139313,139313,89559,109496,107249,109496,116927,127407,153146,155359,147086,156630,131147,131147
SREE CHAITANYA COLLEGE OF ENGINEERING,ECE,89668,92438,137631,137631,116995,117553,89668,92438,151482,151482,146308,146308,155715,155715,130729,153631,142738,142738
SRI VENKATESWARA ENGINEERING COLLEGE,CIV,90633,90633,90633,90633,128985,128985,90633,90633,90633,90633,90633,90633,90633,90633,90633,90633,90633,90633
VAAGESHWARI COLL OF ENGINEERING,CSD,90883,90883,143345,143345,146176,146176,90883,90883,136412,136412,106529,106529,154963,154963,142225,142225,90883,119407
VIVEKANANDA INSTT OF TECH AND SCI  BOMMAKAL,CSE,91041,91041,116076,116076,150159,150159,91041,91041,146721,146721,144019,144019,156610,156610,148665,148665,107065,121481
SVS GRP OF INSTNS - SVS INST OF TECH,CSM,91411,91411,135145,135145,146590,146590,91411,91411,119689,119689,91411,142947,156598,156598,156788,156788,141730,141730
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MEC,91529,91529,91529,91529,91529,91529,91529,91529,91529,91529,91529,91529,94157,94157,91529,155773,91529,91529
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,CSE,92123,92123,103837,103837,124640,136956,117241,117241,121556,121556,139964,139964,153823,153823,118743,118743,95438,95438
ABDULKALAM INST OF TECHNOLOGY AND SCI,AIM,92380,97297,139999,139999,142812,142812,92380,116957,100126,116681,138167,138167,156261,156261,154123,154123,130193,130193
D R K INSTITUTE OF SCI AND TECHNOLOGY,CSM,92413,92413,145186,145186,139944,144502,145332,145332,118039,118039,143365,143365,155744,156753,155600,156174,115516,124756
PALLAVI ENGINEERING COLLEGE,CSC,92429,92429,140818,140818,127752,146525,106470,106470,123945,123945,127647,127647,153335,153335,156828,156828,98566,139928
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,CSE,92651,135615,145598,145598,136867,136867,135491,135615,146380,146380,127684,139753,156619,156619,140861,140861,135736,135736
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ECE,92764,92764,145144,146431,135563,141820,92764,104616,115543,143744,146732,146732,152477,155433,156070,156070,117755,133860
SREE DATTHA GRP OF INSTNS,CSE,92813,92813,146289,146289,135316,135830,109573,109573,117943,127593,140081,146297,154029,156225,154444,156350,103978,103978
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,CSC,93673,93673,122314,145724,93673,144969,93673,143538,143106,143106,93673,93673,93673,154654,151153,156236,93673,93673
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),EEE,94005,94005,128341,128341,130763,130763,94005,94005,135979,135979,128535,128535,156155,156155,148936,148936,94005,94005
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,ECE,94123,94123,128976,144909,94123,122739,94123,94123,139769,142142,113577,113577,94123,154621,154550,154550,94123,94123
BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),ECE,94670,94670,143207,143333,142454,143857,94670,94670,138482,138482,131521,143699,155457,155457,156805,156805,145638,145638
INSTITUTE OF AERONAUTICAL ENGINEERING,MEC,94896,94896,94896,134360,140105,140105,94896,94896,94896,119054,94896,94896,152598,152598,152221,156503,94896,97513
ABDULKALAM INST OF TECHNOLOGY AND SCI,CIV,95175,102121,156555,156555,156214,156214,95175,102121,155918,155988,95175,154780,156429,156429,153773,153773,95175,102121
VIJAYA ENGINEERING COLLEGE,CSE,95386,113865,151870,151870,139464,143337,95386,113865,130081,130081,126040,130871,155127,156013,150508,150508,134026,134026
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,ECE,96380,100467,145861,145861,138622,138622,96380,100467,140959,140959,114328,143878,156208,156208,155684,156175,142328,142328
VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIV,96975,96975,96975,96975,142091,142091,96975,96975,96975,96975,127956,127956,155052,155967,147369,147369,133640,133640
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,ECE,97382,99053,129994,143737,135622,135622,97382,99053,137402,137402,97382,104610,152465,154678,151460,151460,97382,105787
AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,CSD,97512,97512,97512,97512,141494,141494,97512,97512,101054,101054,97512,97512,123620,123620,139787,139787,97512,97512
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,EEE,97602,97602,118435,118435,97602,149926,97602,97602,97602,97602,97602,97602,153721,156491,156559,156559,97602,97602
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),EEE,97766,97766,155388,155388,146533,156205,97766,97766,120736,136934,150657,150657,154532,155131,152082,153688,133457,145701
AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),AID,98401,98401,114585,114585,131294,141936,98401,98401,112081,137187,130736,130736,151790,152284,154657,154657,98401,128653
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MEC,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813,98813
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIV,99153,118156,144418,144418,152817,152817,99153,118156,155066,155066,99153,118156,153439,153439,141089,156615,99153,118156
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CSM,99780,99780,139257,139257,122980,135911,99780,106796,108665,135108,139473,139473,156060,156060,156341,156341,99780,133884
KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS),CSD,100017,100017,138670,138670,113401,116267,100017,100017,100017,122697,128579,128579,152021,155738,153137,153137,100017,100017
BOMMA INST OF TECHNOLOGY AND SCI,CSM,100298,100298,144741,144741,145321,145321,100298,100298,109419,144828,100298,100298,155193,155193,156289,156806,100298,100298
ANNAMACHARYA INST OF TECHNOLOGY AND SCI,CSM,100466,108044,100466,137044,142596,144458,100466,108044,124559,143417,100466,108044,155287,155287,140975,155021,100466,108044
VIJAYA ENGINEERING COLLEGE,CSM,100556,100556,122318,122318,139806,139806,100556,100556,126947,126947,142164,142164,144641,153385,147228,148265,100556,101120
ANU BOSE INSTT OF TECHNOLOGY,CSM,100979,100979,151437,151437,152043,152043,100979,100979,150591,150591,150924,150924,151138,152288,153944,153944,100979,100979
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,EEE,100982,100982,116432,116432,143552,143552,100982,100982,124116,153358,100982,100982,100982,100982,100982,100982,100982,100982
SAI SPURTI INSTITUTE OF TECHNOLOGY,CSE,101050,101050,145327,145327,139873,142538,101050,141164,136636,141262,123491,123491,153975,154836,154294,155537,137945,137945
VIJAYA ENGINEERING COLLEGE,CSD,101808,106820,101808,106820,133373,133373,101808,106820,132629,132629,101808,106820,154904,154904,101808,106820,128059,128059
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,EEE,101865,101865,144754,144754,134154,145622,101865,101865,101865,101865,101865,101865,156017,156017,140852,140852,101865,101865
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,ECE,102386,102386,144463,144463,140815,140815,102386,102386,132557,144217,145905,145905,156417,156417,102386,102386,102386,113536
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,CSE,102623,104082,145328,145328,143198,143198,102623,104082,140673,140673,130243,145638,156298,156298,149373,156552,144954,144954
SAI SPURTI INSTITUTE OF TECHNOLOGY,AID,102822,102822,102822,113090,125654,125654,102822,102822,114215,129773,102822,102822,154741,154741,102822,102822,131295,131295
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,CSD,102949,102949,102949,148653,148458,148458,102949,102949,143674,143674,151046,151046,130512,130512,153287,153287,102949,102949
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,CSM,103176,103176,124126,124126,152159,152159,103176,103176,129879,129879,103176,103176,153891,155935,132358,156292,103176,103176
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),ECE,103265,106738,120545,120545,103265,106738,103265,108364,103265,106738,103265,106738,154940,154940,154400,155957,103265,106738
VAAGESHWARI COLL OF ENGINEERING,EEE,104031,104031,104606,104606,145786,145786,104031,104031,104031,104031,104031,104031,104031,104031,147182,147182,104031,104031
SREE CHAITANYA COLLEGE OF ENGINEERING,CSG,104076,104076,138591,138591,146394,146394,104076,104076,112311,135693,143171,143171,152410,152410,146978,146978,104076,135642
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (AUTONOMOUS),ECE,104158,104158,131063,131063,132516,138206,113840,113840,136883,142802,140836,140836,147604,155797,156308,156308,108530,108530
D R K INSTITUTE OF SCI AND TECHNOLOGY,CSE,104176,135797,139111,139111,143116,143116,104176,142396,133242,139487,142010,142010,154239,154417,152339,152339,104964,135797
SAI SPURTI INSTITUTE OF TECHNOLOGY,ECE,104791,104796,111761,117153,139474,139474,104791,104796,104791,104796,104791,104796,155956,155956,104791,104796,104791,107643
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,ECE,104809,116270,104809,116270,104809,116270,104809,116270,138546,138546,111816,116270,131228,149168,147880,150350,104809,116270
VIJAYA RURAL ENGINEERING COLLEGE,CSM,106114,106114,114939,114939,135042,135042,106114,106114,144157,144157,141668,141668,148870,148870,155511,155511,138148,138148
ANU BOSE INSTT OF TECHNOLOGY,EEE,106782,106782,141879,141879,147384,151955,147456,147456,148025,148025,106782,133221,154160,156238,153791,153791,106782,108635
JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY,MEC,107409,107409,107409,107409,107409,107409,107409,107409,107409,107409,107409,107409,107409,107409,154583,154583,107409,107409
